:ID,url,title
%[ v,http://tjerdastangkas.blogspot.com/search/label/ikp213,ikp213
%[ w,http://tjerdastangkas.blogspot.com/search/label/ikp321,ikp321
%[ x,http://tjerdastangkas.blogspot.com/search/label/indonesia,indonesia
%[ y,http://tjerdastangkas.blogspot.com/search/label/information%20retrieval,information retrieval
%[ z,http://tjerdastangkas.blogspot.com/search/label/isd312,isd312
%[ {,http://tjerdastangkas.blogspot.com/search/label/isd314,isd314
%[ |,http://tjerdastangkas.blogspot.com/search/label/islam,islam
%[ },http://tjerdastangkas.blogspot.com/search/label/java,java
%[ ~,http://tjerdastangkas.blogspot.com/search/label/keluhan,keluhan
%[ !!,http://tjerdastangkas.blogspot.com/search/label/knowledge%20representation,knowledge representation
%[ !#,http://tjerdastangkas.blogspot.com/search/label/language,language
%[ !$,http://tjerdastangkas.blogspot.com/search/label/latex,latex
%[ !%,http://tjerdastangkas.blogspot.com/search/label/lecture,lecture
%[ !&,http://tjerdastangkas.blogspot.com/search/label/lexer,lexer
%[ !',http://tjerdastangkas.blogspot.com/search/label/life,life
%[ !(,http://tjerdastangkas.blogspot.com/search/label/linux,linux
%[ !),http://tjerdastangkas.blogspot.com/search/label/logic,logic
%[ !*,http://tjerdastangkas.blogspot.com/search/label/machine%20learning,machine learning
%[ !+,http://tjerdastangkas.blogspot.com/search/label/machine%20translation,machine translation
%[ !-,http://tjerdastangkas.blogspot.com/search/label/mathematics,mathematics
%[ !.,http://tjerdastangkas.blogspot.com/search/label/movie,movie
%[ !/,http://tjerdastangkas.blogspot.com/search/label/multiply.com,multiply.com
%[ !0,http://tjerdastangkas.blogspot.com/search/label/nlp,nlp
%[ !1,http://tjerdastangkas.blogspot.com/search/label/number%20theory,number theory
%[ !2,http://tjerdastangkas.blogspot.com/search/label/ontology,ontology
%[ !3,http://tjerdastangkas.blogspot.com/search/label/operating%20system,operating system
%[ !4,http://tjerdastangkas.blogspot.com/search/label/opinion,opinion
%[ !5,http://tjerdastangkas.blogspot.com/search/label/parser,parser
%[ !6,http://tjerdastangkas.blogspot.com/search/label/physics,physics
%[ !7,http://tjerdastangkas.blogspot.com/search/label/possibilities,possibilities
%[ !8,http://tjerdastangkas.blogspot.com/search/label/programming,programming
%[ !9,http://tjerdastangkas.blogspot.com/search/label/publication,publication
%[ !:,http://tjerdastangkas.blogspot.com/search/label/puzzle,puzzle
%[ !;,http://tjerdastangkas.blogspot.com/search/label/python,python
%[ !<,http://tjerdastangkas.blogspot.com/search/label/quotes,quotes
%[ !=,http://tjerdastangkas.blogspot.com/search/label/Quran,Quran
%[ !>,http://tjerdastangkas.blogspot.com/search/label/reference,reference
%[ !?,http://tjerdastangkas.blogspot.com/search/label/research,research
%[ !@,http://tjerdastangkas.blogspot.com/search/label/resources,resources
%[ !A,http://tjerdastangkas.blogspot.com/search/label/responsi,responsi
%[ !B,http://tjerdastangkas.blogspot.com/search/label/rukyat,rukyat
%[ !C,http://tjerdastangkas.blogspot.com/search/label/scholarship,scholarship
%[ !D,http://tjerdastangkas.blogspot.com/search/label/security,security
%[ !E,http://tjerdastangkas.blogspot.com/search/label/software,software
%[ !F,http://tjerdastangkas.blogspot.com/search/label/software%20engineering,software engineering
%[ !G,http://tjerdastangkas.blogspot.com/search/label/summarization,summarization
%[ !H,http://tjerdastangkas.blogspot.com/search/label/tasks,tasks
%[ !I,http://tjerdastangkas.blogspot.com/search/label/text%20mining,text mining
%[ !J,http://tjerdastangkas.blogspot.com/search/label/tips,tips
%[ !K,http://tjerdastangkas.blogspot.com/search/label/tjerdas%20tangkas,tjerdas tangkas
%[ !L,http://tjerdastangkas.blogspot.com/search/label/tutorial,tutorial
%[ !M,http://tjerdastangkas.blogspot.com/search/label/vim,vim
%[ !N,http://tjerdastangkas.blogspot.com/search/label/virtualization,virtualization
%[ !O,http://tjerdastangkas.blogspot.com/search/label/windows,windows
%[ !P,http://tjerdastangkas.blogspot.com/search/label/writing,writing
%[ !Q,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ !R,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ !S,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ !T,http://earthquake.usgs.gov/eqcenter/catalogs/1day-M2.5.xml,Loading...
%[ !U,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ !V,https://img2.blogblog.com/img/widgets/arrow_dropdown.gif,""
%[ !W,https://img1.blogblog.com/img/icon_feed12.png,""
%[ !X,https://img1.blogblog.com/img/widgets/subscribe-netvibes.png,""
%[ !Y,https://www.netvibes.com/subscribe.php?url=http%3A%2F%2Ftjerdastangkas.blogspot.com%2Ffeeds%2Fposts%2Fdefault,""
%[ !Z,https://img1.blogblog.com/img/widgets/subscribe-yahoo.png,""
%[ ![,https://add.my.yahoo.com/content?url=http%3A%2F%2Ftjerdastangkas.blogspot.com%2Ffeeds%2Fposts%2Fdefault,""
%[ !],https://img1.blogblog.com/img/icon_feed12.png,""
%[ !^,http://tjerdastangkas.blogspot.com/feeds/posts/default,Atom
%[ !_,https://img2.blogblog.com/img/widgets/arrow_dropdown.gif,""
%[ !`,https://img1.blogblog.com/img/icon_feed12.png,""
%[ !a,https://img2.blogblog.com/img/widgets/arrow_dropdown.gif,""
%[ !b,https://img1.blogblog.com/img/icon_feed12.png,""
%[ !c,https://img1.blogblog.com/img/widgets/subscribe-netvibes.png,""
%[ !d,https://www.netvibes.com/subscribe.php?url=http%3A%2F%2Ftjerdastangkas.blogspot.com%2Ffeeds%2F8040395581310867623%2Fcomments%2Fdefault,""
%[ !e,https://img1.blogblog.com/img/widgets/subscribe-yahoo.png,""
%[ !f,https://add.my.yahoo.com/content?url=http%3A%2F%2Ftjerdastangkas.blogspot.com%2Ffeeds%2F8040395581310867623%2Fcomments%2Fdefault,""
%[ !g,https://img1.blogblog.com/img/icon_feed12.png,""
%[ !h,http://tjerdastangkas.blogspot.com/feeds/8040395581310867623/comments/default,Atom
%[ !i,https://img2.blogblog.com/img/widgets/arrow_dropdown.gif,""
%[ !j,https://img1.blogblog.com/img/icon_feed12.png,""
%[ !k,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ !l,https://feedburner.google.com/fb/a/mailverify,""
%[ !m,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ !n,http://news.google.com/,Google News
%[ !o,http://bahasaku.blogspot.com/,Bahasaku
%[ !p,http://barliant.blogspot.com/,e-Journal
%[ !q,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ !r,http://static.networkedblogs.com/static/images/logo_small.png,NetworkedBlogs
%[ !s,http://networkedblogs.com/,NetworkedBlogs
%[ !t,http://networkedblogs.com/blog/tjerdas_tangkas/?ahash=10a9e84bca381f8b0698e3e848de8a2c,Follow this blog
%[ !u,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ !v,http://tjerdastangkas.blogspot.com/search?updated-min=2017-01-01T00:00:00%2B07:00&amp;updated-max=2018-01-01T00:00:00%2B07:00&amp;max-results=1,2017
%[ !w,http://tjerdastangkas.blogspot.com/2017_01_01_archive.html,January
%[ !x,http://tjerdastangkas.blogspot.com/search?updated-min=2016-01-01T00:00:00%2B07:00&amp;updated-max=2017-01-01T00:00:00%2B07:00&amp;max-results=2,2016
%[ !y,http://tjerdastangkas.blogspot.com/2016_08_01_archive.html,August
%[ !z,http://tjerdastangkas.blogspot.com/2016_02_01_archive.html,February
%[ !{,http://tjerdastangkas.blogspot.com/search?updated-min=2013-01-01T00:00:00%2B07:00&amp;updated-max=2014-01-01T00:00:00%2B07:00&amp;max-results=2,2013
%[ !|,http://tjerdastangkas.blogspot.com/2013_02_01_archive.html,February
%[ !},http://tjerdastangkas.blogspot.com/2013_01_01_archive.html,January
%[ !~,http://tjerdastangkas.blogspot.com/search?updated-min=2012-01-01T00:00:00%2B07:00&amp;updated-max=2013-01-01T00:00:00%2B07:00&amp;max-results=42,2012
%[ #!,http://tjerdastangkas.blogspot.com/2012_12_01_archive.html,December
%[ ##,http://tjerdastangkas.blogspot.com/2012_11_01_archive.html,November
%[ #$,http://tjerdastangkas.blogspot.com/2012_10_01_archive.html,October
%[ #%,http://tjerdastangkas.blogspot.com/2012_09_01_archive.html,September
%[ #&,http://tjerdastangkas.blogspot.com/2012_08_01_archive.html,August
%[ #',http://tjerdastangkas.blogspot.com/2012_07_01_archive.html,July
%[ #(,http://tjerdastangkas.blogspot.com/2012_06_01_archive.html,June
%[ #),http://tjerdastangkas.blogspot.com/2012_05_01_archive.html,May
%[ #*,http://tjerdastangkas.blogspot.com/2012_04_01_archive.html,April
%[ #+,http://tjerdastangkas.blogspot.com/2012_03_01_archive.html,March
%[ #-,http://tjerdastangkas.blogspot.com/2012_02_01_archive.html,February
%[ #.,http://tjerdastangkas.blogspot.com/2012_01_01_archive.html,January
%[ #/,http://tjerdastangkas.blogspot.com/search?updated-min=2011-01-01T00:00:00%2B07:00&amp;updated-max=2012-01-01T00:00:00%2B07:00&amp;max-results=39,2011
%[ #0,http://tjerdastangkas.blogspot.com/2011_12_01_archive.html,December
%[ #1,http://tjerdastangkas.blogspot.com/2011_11_01_archive.html,November
%[ #2,http://tjerdastangkas.blogspot.com/2011_10_01_archive.html,October
%[ #3,http://tjerdastangkas.blogspot.com/2011_09_01_archive.html,September
%[ #4,http://tjerdastangkas.blogspot.com/2011_08_01_archive.html,August
%[ #5,http://tjerdastangkas.blogspot.com/2011_07_01_archive.html,July
%[ #6,http://tjerdastangkas.blogspot.com/2011_06_01_archive.html,June
%[ #7,http://tjerdastangkas.blogspot.com/2011_05_01_archive.html,May
%[ #8,http://tjerdastangkas.blogspot.com/2011_04_01_archive.html,April
%[ #9,http://tjerdastangkas.blogspot.com/search?updated-min=2010-01-01T00:00:00%2B07:00&amp;updated-max=2011-01-01T00:00:00%2B07:00&amp;max-results=12,2010
%[ #:,http://tjerdastangkas.blogspot.com/2010_12_01_archive.html,December
%[ #;,http://tjerdastangkas.blogspot.com/2010_08_01_archive.html,August
%[ #<,http://tjerdastangkas.blogspot.com/2010_07_01_archive.html,July
%[ #=,http://tjerdastangkas.blogspot.com/2010_06_01_archive.html,June
%[ #>,http://tjerdastangkas.blogspot.com/2010_04_01_archive.html,April
%[ #?,http://tjerdastangkas.blogspot.com/2010_03_01_archive.html,March
%[ #@,http://tjerdastangkas.blogspot.com/2010_02_01_archive.html,February
%[ #A,http://tjerdastangkas.blogspot.com/search?updated-min=2009-01-01T00:00:00%2B07:00&amp;updated-max=2010-01-01T00:00:00%2B07:00&amp;max-results=26,2009
%[ #B,http://tjerdastangkas.blogspot.com/2009_12_01_archive.html,December
%[ #C,http://tjerdastangkas.blogspot.com/2009_11_01_archive.html,November
%[ #D,http://tjerdastangkas.blogspot.com/2009_10_01_archive.html,October
%[ #E,http://tjerdastangkas.blogspot.com/2009_09_01_archive.html,September
%[ #F,http://tjerdastangkas.blogspot.com/2009_08_01_archive.html,August
%[ #G,http://tjerdastangkas.blogspot.com/2009_07_01_archive.html,July
%[ #H,http://tjerdastangkas.blogspot.com/2009_06_01_archive.html,June
%[ #I,http://tjerdastangkas.blogspot.com/2009/06/extracting-meaning-from-millions-of.html,Extracting Meaning from Millions of Pages (KDnugge...
%[ #J,http://tjerdastangkas.blogspot.com/2009/06/kemampuan-merawat-dan-tingkat.html,Kemampuan Merawat dan Tingkat Pendidikan
%[ #K,http://tjerdastangkas.blogspot.com/2009/06/important-words.html,Important Words
%[ #L,http://tjerdastangkas.blogspot.com/2009_05_01_archive.html,May
%[ #M,http://tjerdastangkas.blogspot.com/2009_04_01_archive.html,April
%[ #N,http://tjerdastangkas.blogspot.com/2009_03_01_archive.html,March
%[ #O,http://tjerdastangkas.blogspot.com/search?updated-min=2008-01-01T00:00:00%2B07:00&amp;updated-max=2009-01-01T00:00:00%2B07:00&amp;max-results=12,2008
%[ #P,http://tjerdastangkas.blogspot.com/2008_12_01_archive.html,December
%[ #Q,http://tjerdastangkas.blogspot.com/2008_11_01_archive.html,November
%[ #R,http://tjerdastangkas.blogspot.com/2008_10_01_archive.html,October
%[ #S,http://tjerdastangkas.blogspot.com/2008_05_01_archive.html,May
%[ #T,http://tjerdastangkas.blogspot.com/2008_04_01_archive.html,April
%[ #U,http://tjerdastangkas.blogspot.com/2008_02_01_archive.html,February
%[ #V,http://tjerdastangkas.blogspot.com/2008_01_01_archive.html,January
%[ #W,http://tjerdastangkas.blogspot.com/search?updated-min=2007-01-01T00:00:00%2B07:00&amp;updated-max=2008-01-01T00:00:00%2B07:00&amp;max-results=23,2007
%[ #X,http://tjerdastangkas.blogspot.com/2007_12_01_archive.html,December
%[ #Y,http://tjerdastangkas.blogspot.com/2007_11_01_archive.html,November
%[ #Z,http://tjerdastangkas.blogspot.com/2007_09_01_archive.html,September
%[ #[,http://tjerdastangkas.blogspot.com/2007_08_01_archive.html,August
%[ #],http://tjerdastangkas.blogspot.com/2007_05_01_archive.html,May
%[ #^,http://tjerdastangkas.blogspot.com/2007_04_01_archive.html,April
%[ #_,http://tjerdastangkas.blogspot.com/2007_03_01_archive.html,March
%[ #`,http://tjerdastangkas.blogspot.com/search?updated-min=2006-01-01T00:00:00%2B07:00&amp;updated-max=2007-01-01T00:00:00%2B07:00&amp;max-results=10,2006
%[ #a,http://tjerdastangkas.blogspot.com/2006_09_01_archive.html,September
%[ #b,http://tjerdastangkas.blogspot.com/2006_08_01_archive.html,August
%[ #c,http://tjerdastangkas.blogspot.com/2006_07_01_archive.html,July
%[ #d,http://tjerdastangkas.blogspot.com/2006_05_01_archive.html,May
%[ #e,http://tjerdastangkas.blogspot.com/2006_03_01_archive.html,March
%[ #f,http://tjerdastangkas.blogspot.com/2006_02_01_archive.html,February
%[ #g,http://tjerdastangkas.blogspot.com/search?updated-min=2005-01-01T00:00:00%2B07:00&amp;updated-max=2006-01-01T00:00:00%2B07:00&amp;max-results=3,2005
%[ #h,http://tjerdastangkas.blogspot.com/2005_09_01_archive.html,September
%[ #i,http://tjerdastangkas.blogspot.com/2005_08_01_archive.html,August
%[ #j,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ #k,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ #l,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ #m,http://blogcounter.com/,Blog counter
%[ #n,http://blogcounter.com/log.php?id=barliant&amp;=st=img&amp;showme=y,Blog counter
%[ #o,http://blogcounter.com/,""
%[ #p,http://feedjit.com/,Realtime blog stats
%[ #q,http://feedjit.com/,Live website referer and click reports
%[ #r,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ #s,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ #t,https://www.blogger.com,Blogger
%[ #u,https://resources.blogblog.com/img/icon18_wrench_allbkg.png,""
%[ #v,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925,Made In Israel Sterling Silver Chai Necklace - Necklaces - T.J.Maxx
%[ #w,http://tjmaxx.tjx.com/store/emailSignup.jsp,Email Sign Up
%[ #x,https://tjmaxx.tjx.com/store/account/login.jsp,my account
%[ #y,http://tjmaxx.tjx.com/store/checkout/cart.jsp,my bag (&nbsp;0&nbsp;)
%[ #z,http://tjmaxx.tjx.com/store/index.jsp,""
%[ #{,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/content/modalContentTemplate.jsp?topicID=7900002p,""
%[ #|,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/,""
%[ #},http://tjmaxx.tjx.com/store/shop/new-arrivals/_/N-842114098?Nr=AND%28OR%28product.catalogId%3Atjmaxx%29%2Cproduct.siteId%3Atjmaxx%29&tn=0,new arrivals
%[ #~,http://static.tjmaxx.com/content/static_content/todays_arrivals/todaysarrivals_megamenu_v2.png,today's arrivals
%[ $!,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/_/N-2265009001?auxcid3=2.20.2017:TJMaxx:NewArrivals:todays_arrivals,""
%[ $#,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/new-arrivals/women/_/N-842114098+2107733895?mm=new+arrivals%3Ac%3Anew+arriva%3A1%3Awomen%3AE,women
%[ $$,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/new-arrivals/shoes/_/N-842114098+1597978393?mm=new+arrivals%3Ac%3Anew+arriva%3A2%3Ashoes%3AE,shoes
%[ $%,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/new-arrivals/handbags/_/N-842114098+3258590146?mm=new+arrivals%3Ac%3Anew+arriva%3A3%3Ahandbags%3AE,handbags
%[ $&,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/new-arrivals/jewelry-accessories/_/N-842114098+66844292?mm=new+arrivals%3Ac%3Anew+arriva%3A4%3Ajewelry+%26+accessories%3AE,jewelry & accessories
%[ $',http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/new-arrivals/men/_/N-842114098+1324638658?mm=new+arrivals%3Ac%3Anew+arriva%3A5%3Amen%3AE,men
%[ $(,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/new-arrivals/home/_/N-842114098+2179804981?mm=new+arrivals%3Ac%3Anew+arriva%3A6%3Ahome%3AE,home
%[ $),http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/new-arrivals/runway/_/N-842114098+1691169990?Nr=AND%28OR%28product.catalogId%3Atjmaxx%29%2Cproduct.siteId%3Atjmaxx%2CisEarlyAccess%3Afalse%29&mm=new+arrivals%3Ac%3Anew+arriva%3A7%3Athe+runway%3AE,the runway
%[ $*,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/new-arrivals/_/N-842114098+0?Nr=AND%28OR%28product.catalogId%3Atjmaxx%29%2Cproduct.siteId%3Atjmaxx%29&mm=new+arrivals%3Ac%3Anew+arriva%3A8%3Aview+all%3AE,view all
%[ $+,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/t-j-maxx-boho-chic/_/N-1718288310?mm=new+arrivals%3Af%3A+%3A1%3Aboho+chic%3Afeatured,boho chic
%[ $-,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/_/N-1116072351?mm=new+arrivals%3Af%3A+%3A2%3Amade+in+italy%3Afeatured,made in italy
%[ $.,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/t-j-maxx-modern-romantic/_/N-1886698335?mm=new+arrivals%3Af%3A+%3A3%3Amodern+romantic%3Afeatured,modern romantic
%[ $/,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/t-j-maxx-trends-to-try/_/N-1514483319?mm=new+arrivals%3Af%3A+%3A4%3Atrends+to+try%3Afeatured,trends to try
%[ $0,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/white/false/_/N-2381964526+1856942909+333898915+2071432915+1935453278?mm=new+arrivals%3Af%3A+%3A5%3Athe+white+shop%3Afeatured,the white shop
%[ $1,http://tjmaxx.tjx.com/store/jump/product/Made-In-Israel-Sterling-Silver-Chai-Necklace/1000162925/store/shop/runway/new-arrivals/_/N-1691169990+842114098?auxcid3=1.5.2016:TJMaxx:New_Arrivals:Runway&mm=t,""
