:ID,url,title
.| !,https://www.meinbezirk.at/perg/sport/durststecke-verlaengert-sich-d1745319.html,Durststecke verlängert sich! - Perg - meinbezirk.at
.| #,https://www.meinbezirk.at/oberoesterreich/,&nbsp;
.| $,https://www.meinbezirk.at/perg/sport/durststecke-verlaengert-sich-d1745319.html,""
.| %,https://www.meinbezirk.at/registrieren/resetpassword,Passwort vergessen?
.| &,https://www.facebook.com/v2.6/dialog/oauth?client_id=677653475599920&state=f65d90866d6b65ead074808a117ceaa7&response_type=code&sdk=php-sdk-5.2.0&redirect_uri=https%3A%2F%2Fwww.meinbezirk.at%2Ffacebook%2Faction%2Fm%2Flogin%2F&scope=public_profile%2Cemail%2Cuser_location%2Cpublish_actions,""
.| ',https://www.meinbezirk.at/registrieren/,Hier kostenlos registrieren!
.| (,https://www.meinbezirk.at/suche/,""
.| ),https://www.meinbezirk.at/oberoesterreich/perg/action/m/new/,Nachrichten
.| *,https://www.meinbezirk.at/oberoesterreich/perg/politik/,Politik
.| +,https://www.meinbezirk.at/oberoesterreich/perg/lokales/,Lokales
.| -,https://www.meinbezirk.at/oberoesterreich/perg/sport/,Sport
.| .,https://www.meinbezirk.at/oberoesterreich/perg/wirtschaft/,Wirtschaft
.| /,https://www.meinbezirk.at/oberoesterreich/perg/leute/,Leute
.| 0,https://www.meinbezirk.at/oberoesterreich/perg/action/m/leben/,Leben
.| 1,https://www.meinbezirk.at/oberoesterreich/perg/gesundheit/,Gesundheit
.| 2,https://www.meinbezirk.at/oberoesterreich/perg/freizeit/,Freizeit
.| 3,https://www.meinbezirk.at/oberoesterreich/perg/bauen/,Bauen & Wohnen
.| 4,https://www.meinbezirk.at/oberoesterreich/perg/motor/,Motor & Mobilität
.| 5,https://www.meinbezirk.at/oberoesterreich/perg/reisen/,Reisen
.| 6,https://www.meinbezirk.at/oberoesterreich/perg/veranstaltungen/,Termine
.| 7,https://www.meinbezirk.at/oberoesterreich/themen/gewinnspiel.html,Gewinnspiele
.| 8,https://www.meinbezirk.at/oberoesterreich/perg/themen/bildergalerie.html,Galerien
.| 9,https://www.meinbezirk.at/oberoesterreich/perg/themen/bildergalerie.html,Bildergalerien
.| :,https://www.meinbezirk.at/oberoesterreich/perg/themen/video.html,Videos
.| ;,https://www1.meinbezirk.at/jobs/perg,Karriere &amp; Jobs
.| <,https://www1.meinbezirk.at/cad/oberoesterreich,Kleinanzeigen
.| =,https://www.meinbezirk.at/oberoesterreich/perg/service/,Service
.| >,https://www.meinbezirk.at/oberoesterreich/perg/service/weather,Wetter
.| ?,https://www.meinbezirk.at/oberoesterreich/perg/service/voting,Voting
.| @,https://www.meinbezirk.at/oberoesterreich/perg/prospekte/,Prospekte
.| A,https://www.meinbezirk.at/oberoesterreich/perg/epaper/,E-Paper
.| B,https://www.meinbezirk.at/,Österreich
.| C,https://www.meinbezirk.at/oberoesterreich/,Oberösterreich
.| D,https://www.meinbezirk.at/oberoesterreich/perg/,Perg
.| E,https://www.meinbezirk.at/oberoesterreich/perg/sport/,Sport
.| F,https://www.meinbezirk.at/oberoesterreich/perg/,Perg Wählen Sie Ihren Bezirk
.| G,https://www.meinbezirk.at/ort-waehlen/,""
.| H,https://www.meinbezirk.at/theme/resources/images/map/trans.gif,""
.| I,https://www.meinbezirk.at/oberoesterreich/rohrbach/,""
.| J,https://www.meinbezirk.at/oberoesterreich/schaerding/,""
.| K,https://www.meinbezirk.at/oberoesterreich/ried/,""
.| L,https://www.meinbezirk.at/oberoesterreich/grieskirchen/,""
.| M,https://www.meinbezirk.at/oberoesterreich/eferding/,""
.| N,https://www.meinbezirk.at/oberoesterreich/braunau/,""
.| O,https://www.meinbezirk.at/oberoesterreich/voecklabruck/,""
.| P,https://www.meinbezirk.at/oberoesterreich/salzkammergut/,""
.| Q,https://www.meinbezirk.at/oberoesterreich/wels/,""
.| R,https://www.meinbezirk.at/oberoesterreich/linz-land/,""
.| S,https://www.meinbezirk.at/oberoesterreich/urfahr-umgebung/,""
.| T,https://www.meinbezirk.at/oberoesterreich/linz/,""
.| U,https://www.meinbezirk.at/oberoesterreich/enns/,""
.| V,https://www.meinbezirk.at/oberoesterreich/steyr/,""
.| W,https://www.meinbezirk.at/oberoesterreich/kirchdorf/,""
.| X,https://www.meinbezirk.at/oberoesterreich/freistadt/,""
.| Y,https://www.meinbezirk.at/oberoesterreich/perg/,""
.| Z,https://www.meinbezirk.at/ort-waehlen/,""
.| [,https://www.meinbezirk.at/,Österreich
.| ],https://www.meinbezirk.at/oberoesterreich/,Oberösterreich
.| ^,https://www.meinbezirk.at/oberoesterreich/braunau/,Braunau
.| _,https://www.meinbezirk.at/oberoesterreich/eferding/,Eferding
.| `,https://www.meinbezirk.at/oberoesterreich/enns/,Enns
.| a,https://www.meinbezirk.at/oberoesterreich/freistadt/,Freistadt
.| b,https://www.meinbezirk.at/oberoesterreich/grieskirchen/,Grieskirchen
.| c,https://www.meinbezirk.at/oberoesterreich/kirchdorf/,Kirchdorf
.| d,https://www.meinbezirk.at/oberoesterreich/linz/,Linz
.| e,https://www.meinbezirk.at/oberoesterreich/linz-land/,Linz-Land
.| f,https://www.meinbezirk.at/oberoesterreich/perg/,Perg
.| g,https://www.meinbezirk.at/oberoesterreich/ried/,Ried
.| h,https://www.meinbezirk.at/oberoesterreich/rohrbach/,Rohrbach
.| i,https://www.meinbezirk.at/oberoesterreich/salzkammergut/,Salzkammergut
.| j,https://www.meinbezirk.at/oberoesterreich/schaerding/,Schärding
.| k,https://www.meinbezirk.at/oberoesterreich/steyr/,Steyr
.| l,https://www.meinbezirk.at/oberoesterreich/urfahr-umgebung/,Urfahr-Umgebung
.| m,https://www.meinbezirk.at/oberoesterreich/voecklabruck/,Vöcklabruck
.| n,https://www.meinbezirk.at/oberoesterreich/wels/,Wels
.| o,https://media05.regionaut.meinbezirk.at/2016/05/22/10544997_web.jpg?1463927208,""
.| p,"https://www.meinbezirk.at/perg/sport/durststecke-verlaengert-sich-m10544997,1745319.html",""
.| q,"https://www.meinbezirk.at/perg/sport/durststecke-verlaengert-sich-m10544997,1745319.html",""
.| r,https://www.facebook.com/sharer/sharer.php?u=https://www.meinbezirk.at/perg/sport/durststecke-verlaengert-sich-d1745319.html&t=Auf meinbezirk.at gelesen:,Beitrag auf Facebook teilen
.| s,https://twitter.com/intent/tweet?url=https://www.meinbezirk.at/perg/sport/durststecke-verlaengert-sich-d1745319.html&text=Durststecke+verl%C3%A4ngert+sich%21&via=meinbezirk_at,Beitrag auf Twitter weiterempfehlen
.| t,https://plus.google.com/share?url=https://www.meinbezirk.at/perg/sport/durststecke-verlaengert-sich-d1745319.html,Beitrag auf Google+ weiterempfehlen
.| u,https://www.meinbezirk.at/oberoesterreich/perg/weiterempfehlen/1745319/,Beitrag weiterempfehlen
.| v,https://www.meinbezirk.at/oberoesterreich/perg/themen/faustball.html,Faustball in Perg
.| w,https://www.meinbezirk.at/themen/faustball.html,Faustball
.| x,https://www.meinbezirk.at/oberoesterreich/perg/themen/m%FCnzbach.html,Münzbach
.| y,https://www.meinbezirk.at/oberoesterreich/perg/themen/faustball-m%FCnzbach.html,Faustball Münzbach in Perg
.| z,https://www.meinbezirk.at/oberoesterreich/perg/themen/faustball-bundesliga.html,Faustball Bundesliga in Perg
.| {,https://www.meinbezirk.at/themen/faustball-bundesliga.html,Faustball Bundesliga
.| |,https://www.meinbezirk.at/perg/sport/durststecke-verlaengert-sich-d1745319.html/action/mode/comment_save/,""
.| },https://www.meinbezirk.at/verhaltenskodex/,Verhaltenskodex
.| ~,https://media05.regionaut.meinbezirk.at/2017/03/22/12262006_web.jpg?1490168057,Mario Hahn holt Gold bei den Special Olympics!!!
.| !!,https://www.meinbezirk.at/perg/sport/mario-hahn-holt-gold-bei-den-special-olympics-d2062480.html?cp=Kurationsbox,""
.| !#,https://www.meinbezirk.at/perg/sport/mario-hahn-holt-gold-bei-den-special-olympics-d2062480.html?cp=Kurationsbox,Mario Hahn holt Gold bei den Special Olympics!!!
.| !$,https://media05.regionaut.meinbezirk.at/2015/12/11/9737713_icon.jpg?1449864139,Michael Köck
.| !%,https://www.meinbezirk.at/perg/profile/michael-koeck-64215.html?cp=Kurationsbox,""
.| !&,https://www.meinbezirk.at/perg/profile/michael-koeck-64215.html?cp=Kurationsbox,Michael Köck
.| !',https://media05.regionaut.meinbezirk.at/2017/03/17/12234751_preview.jpg?1489747830,Perg: Viktoria Frühwirth zieht in den Stadtrat ein
.| !(,https://www.meinbezirk.at/perg/politik/perg-viktoria-fruehwirth-zieht-in-den-stadtrat-ein-d2057769.html?cp=Kurationsbox,""
.| !),https://www.meinbezirk.at/perg/politik/perg-viktoria-fruehwirth-zieht-in-den-stadtrat-ein-d2057769.html?cp=Kurationsbox,Perg: Viktoria Frühwirth zieht in den Stadtrat ein
.| !*,https://media05.regionaut.meinbezirk.at/2015/12/11/9737713_icon.jpg?1449864139,Michael Köck
.| !+,https://www.meinbezirk.at/perg/profile/michael-koeck-64215.html?cp=Kurationsbox,""
.| !-,https://www.meinbezirk.at/perg/profile/michael-koeck-64215.html?cp=Kurationsbox,Michael Köck
.| !.,https://media05.regionaut.meinbezirk.at/2017/03/15/12222774_preview.jpg?1489574854,'Bis 2020 keine unserer Bankstellen zusperren'
.| !/,https://www.meinbezirk.at/perg/wirtschaft/bis-2020-keine-unserer-bankstellen-zusperren-d2054984.html?cp=Kurationsbox,""
.| !0,https://www.meinbezirk.at/perg/wirtschaft/bis-2020-keine-unserer-bankstellen-zusperren-d2054984.html?cp=Kurationsbox,"""Bis 2020 keine unserer Bankstellen zusperren"""
.| !1,https://media05.regionaut.meinbezirk.at/2015/12/11/9737713_icon.jpg?1449864139,Michael Köck
.| !2,https://www.meinbezirk.at/perg/profile/michael-koeck-64215.html?cp=Kurationsbox,""
.| !3,https://www.meinbezirk.at/perg/profile/michael-koeck-64215.html?cp=Kurationsbox,Michael Köck
.| !4,https://media05.regionaut.meinbezirk.at/2017/03/20/12257485_preview.jpg?1490037873,Flohmarkt für Baby- und Kinderartikel
.| !5,https://www.meinbezirk.at/perg/leute/flohmarkt-fuer-baby-und-kinderartikel-d2061019.html?cp=Kurationsbox,""
.| !6,https://www.meinbezirk.at/perg/leute/flohmarkt-fuer-baby-und-kinderartikel-d2061019.html?cp=Kurationsbox,Flohmarkt für Baby- und Kinderartikel
.| !7,https://www.meinbezirk.at/theme/resources/images/avatar_male.png?1286445600,Manfred Astleitner
.| !8,https://www.meinbezirk.at/freistadt/profile/manfred-astleitner-354834.html?cp=Kurationsbox,""
.| !9,https://www.meinbezirk.at/freistadt/profile/manfred-astleitner-354834.html?cp=Kurationsbox,Manfred Astleitner
.| !:,https://www.meinbezirk.at/theme/resources/images/avatar_male.png?1286445600,Helmut Stritzinger
.| !;,https://www.meinbezirk.at/perg/profile/helmut-stritzinger-88976.html,""
.| !<,https://www.meinbezirk.at/perg/profile/helmut-stritzinger-88976.html,Helmut Stritzinger
