:START_ID,:END_ID
+e #,+e !
+e $,+e !
+e %,+e !
+e &,+e !
+e ',+e !
+e (,+e !
+e ),+e !
+e *,+e !
+e +,+e !
+e -,+e !
+e .,+e !
+e /,+e !
+e 0,+e !
+e 1,+e !
+e 2,+e !
+e 3,+e !
+e 4,+e !
+e 5,+e !
+e 6,+e !
+e 7,+e !
+e 8,+e !
+e 9,+e !
+e :,+e !
+e ;,+e !
+e <,+e !
+e =,+e !
+e >,+e !
+e ?,+e !
+e @,+e !
+e A,+e !
+e B,+e !
+e C,+e !
+e D,+e !
+e E,+e !
+e F,+e !
+e G,+e !
+e H,+e !
+e I,+e !
+e J,+e !
+e K,+e !
+e L,+e !
+e M,+e !
+e N,+e !
+e O,+e !
+e P,+e !
+e Q,+e !
+e R,+e !
+e S,+e !
+e T,+e !
+e U,+e !
+e V,+e !
+e W,+e !
+e X,+e !
+e Y,+e !
+e Z,+e !
+e [,+e !
+e ],+e !
+e ^,+e !
+e _,+e !
+e `,+e !
+e a,+e !
+e b,+e !
+e c,+e !
+e d,+e !
+e e,+e !
+e f,+e !
+e g,+e !
+e h,+e !
+e i,+e !
+e j,+e !
+e k,+e !
+e l,+e !
+e m,+e !
+e n,+e !
+e o,+e !
+e p,+e !
+e q,+e !
+e r,+e !
+e s,+e !
+e t,+e !
+e u,+e !
+e v,+e !
+e w,+e !
+e x,+e !
+e y,+e !
+e z,+e !
+e {,+e !
+e |,+e !
+e },+e !
+e ~,+e !
+e !!,+e !
+e !#,+e !
+e !$,+e !
+e !%,+e !
+e !&,+e !
+e !',+e !
+e !(,+e !
+e !*,+e !)
+e !+,+e !)
+e !-,+e !)
+e !.,+e !)
+e !/,+e !)
+e !0,+e !)
+e !1,+e !)
+e !2,+e !)
+e !3,+e !)
+e !4,+e !)
+e !5,+e !)
+e !6,+e !)
+e !7,+e !)
+e !8,+e !)
+e !9,+e !)
+e !:,+e !)
+e !;,+e !)
+e !<,+e !)
+e !=,+e !)
+e !>,+e !)
+e !?,+e !)
+e !@,+e !)
+e !A,+e !)
+e !B,+e !)
+e !C,+e !)
+e !D,+e !)
+e !E,+e !)
+e !F,+e !)
+e !G,+e !)
+e !H,+e !)
+e !I,+e !)
+e !J,+e !)
+e !K,+e !)
+e !L,+e !)
+e !M,+e !)
+e !N,+e !)
+e !O,+e !)
+e !P,+e !)
+e !Q,+e !)
+e !R,+e !)
+e !S,+e !)
+e !T,+e !)
+e !U,+e !)
+e !V,+e !)
+e !W,+e !)
+e !X,+e !)
+e !Y,+e !)
+e !Z,+e !)
+e ![,+e !)
+e !],+e !)
+e !^,+e !)
+e !_,+e !)
+e !`,+e !)
+e !a,+e !)
+e !b,+e !)
+e !c,+e !)
+e !d,+e !)
+e !e,+e !)
+e !f,+e !)
+e !g,+e !)
+e !h,+e !)
+e !i,+e !)
+e !j,+e !)
+e !k,+e !)
+e !l,+e !)
+e !m,+e !)
+e !n,+e !)
+e !o,+e !)
+e !p,+e !)
+e !q,+e !)
+e !r,+e !)
+e !t,+e !s
+e !u,+e !s
+e !v,+e !s
+e !w,+e !s
+e !x,+e !s
+e !y,+e !s
+e !z,+e !s
+e !{,+e !s
+e !|,+e !s
+e !},+e !s
+e !~,+e !s
+e #!,+e !s
+e ##,+e !s
+e #$,+e !s
+e #%,+e !s
+e #&,+e !s
+e #',+e !s
+e #(,+e !s
+e #),+e !s
+e #*,+e !s
+e #+,+e !s
+e #-,+e !s
+e #.,+e !s
+e #/,+e !s
+e #0,+e !s
+e #1,+e !s
+e #2,+e !s
+e #3,+e !s
+e #4,+e !s
+e #5,+e !s
+e #6,+e !s
+e #7,+e !s
+e #8,+e !s
+e #9,+e !s
+e #:,+e !s
+e #;,+e !s
+e #<,+e !s
+e #=,+e !s
+e #>,+e !s
+e #?,+e !s
